,0
16815,@TaylorJamesScot judging by the polls there could be a haggis on that seat and Nats would still vote SNP. Worrying times indeed #SNPout
16816,RT @MrHarryCole: So Ed Miliband gets out from behind his lectern and trips up.
16817,"RT @Moray_Greig: @JimForScotland If Labour are not willing to work with a left-leaning party to keep Tories out, then what is the point of …"
16818,Nigel Farage says an EU defeat wouldn't kill UKIP - BBC News http://t.co/PN4tndaj8n
16819,"RT @KennySkyNews: Post-event question: of the four #Conservative #Labour #LibDems #UKIP leaders, how many will still be in place by 15th Ma…"
16820,"@OwenJones84 @Mancman10 
Can you imagine the Tory Press procession as they declare 'All of UK speak up for Cameron!'"
16821,Ed Miliband: 'Prefiero no ser primer ministro a pactar con el SNP': El líder laborista ha sido muy claro en la... http://t.co/DaMiGRjU8g
16822,@MGDriver not the Nick Clegg sorry but the one before. Although it makes a good point.
16823,"RT @thhamilton: Unexpectedly, it looks like UKIP want the royal coat of arms taken off the UK passport. http://t.co/ha36sEPClI"
16824,RT @marley68xx: I won't be watching #bbc bias #leadersdebate there is only one man fit to lead the country and he's not there #ukip
16825,"RT @PoliticalReactz: Ed Miliband calling out David Cameron

SHOTS FIRED  https://t.co/dOQzNPtif0"
16826,Última hora: Ed Miliband: 'Prefiero no ser primer ministro a pactar con el SNP' http://t.co/x0sw72LgcN vía @elmundoes
16827,RT @Josh_CityIndex: #Miliband's stumble over borrowing and the economy under last #labour government in #bbcqt is THE moment he lost #GE2015
16828,"RT @eujrsc: @ordinarybloke76 @Nigel_Farage Correct. Stamp out the SNPs Neverendum, vote UKIP, end the Barnett Formula #UKIP #TeamNigel #Vot…"
16829,@Robedon08 absolutely. There's still respect if someone can defend their position even if u disagree w it. Miliband failed on this 2night
16830,Ed Miliband: 'Prefiero no ser primer ministro a pactar con el SNP': El líder laborista ha sido muy claro en la... http://t.co/G0ExvxqqQo
16831,Strong Commands From HQ Send Tories Into a Spin Over Cameron - Bloomberg http://t.co/RafYxJ47D8
16832,RT @aliboomaye: The hype and demonisation of the SNP broken down expertly by Mark Steel #bbcqt http://t.co/YTT3SDinZW
16833,"@PayneFFC @MichaelOatway96 A point well made, also credit where credit is due that was the best interview I've seen Farage in"
16834,RT @amjsutherland: @SimonPhillipsUK precisely - not sure anyone but @DouglasCarswell will win seat for #UKIP. If people want vote on the EU…
16835,"@SLATUKIP Somerset #ukip used reworded National Front flyer, NF version at: http://t.co/xphEoZzQ0u #AskNigelFarage http://t.co/DoypnXLUS9"
16836,"RT @thhamilton: Unexpectedly, it looks like UKIP want the royal coat of arms taken off the UK passport. http://t.co/ha36sEPClI"
16837,Ed Miliband: 'Prefiero no ser primer ministro a pactar con el SNP': El líder laborista ha sido muy claro en la... http://t.co/50Hr6lAcHd
16838,RT @ronwindward: @JimForScotland Crazy statements like that just confirms to me I made the right decision in leaving Labour for the SNP.Tim…
16839,"RT @Ed_Miliband: The choice: 
→child benefit and tax credits protected by Labour
→child benefit and tax credits slashed by the Tories http:…"
16840,RT @ad5red: @sinkaspud @Nigel_Farage Totally agree. My Dad is doing shuttle runs to help his neighbours to Polling station on 7th. All UKIP.
16841,RT @cheesehairdo: I wonder how the #SNPcult will deal with this?  #SNPout #SNP #Labour #LibDems #Conservative #ukip #Greens #GE15 https://t…
16842,Don't think I can picture Ed Miliband on the world stage. What if he fell off? #BBCQT
16843,RT @JasonWiltshire: Ask yourself this: why is Murdoch so desperate to stop Ed Miliband? Do you think he has your best interests at heart? O…
16844,"RT @HouseOfTraitors: @Nigel_Farage you have shown Camoron, Miliband, Clegg to be Liars

You're a CLASS ACT, &amp; one who can DEFEND our Countr…"
16845,"RT @DaftLimmy: Polls predict almost every Scottish seat going to the SNP, yet we're going to be run by Tories anyway. #BetterTogether #Stro…"
16846,RT @Nigel_Farage: Thanks for watching #AskNigelFarage! If you want more detail please visit http://t.co/YMvAusaXi8
16847,"RT @thhamilton: Unexpectedly, it looks like UKIP want the royal coat of arms taken off the UK passport. http://t.co/ha36sEPClI"
16848,Fuck #ukip
16849,"RT @Tommy_Colc: Financial Times come out in support of Tories claiming Miliband is ""preoccupied w/ inequality"". The man who wrote it http:/…"
16850,Ed Miliband: 'Prefiero no ser primer ministro a pactar con el SNP': El líder laborista ha sido muy claro en la... http://t.co/cKw671muPm
16851,Discrimination by the back door. UKIP's Leader wants immigrants to have their own health insurance before they are given a visa. #AskFarage
16852,RT @WatkinsonGaz: Like a sad man I watched Question Time tonight and all 3 avoided answering Qs. Then I watched Nigel Farage and he didn't …
16853,"RT @NicolaSturgeon: If Miliband is going to let Tories in rather than work with SNP, we will definitely need lots of SNP MPs to protect Sco…"
16854,RT @andy2heart: watching nigel farage who speaks a lot nore sense than many other politicians he knows his facts and speaks a lot of sense
16855,"RT @jongaunt: RETWEET PLEASE Brand New Podcast up now Episode 31 BBC Bias against UKIP, Racism, Russell and Ed Love in!
Subscribe http://t.…"
16856,RT @CZMartin07: David Cameron grew National Debt more than Labour managed in 3 Parliaments.
16857,"RT @AnitaBellows12: RT @Tommy_Colc
FT come out in support of Tories claiming Miliband is ""preoccupied w/ inequality"".The man who wrote it h…"
16858,RT @piersmorgan: Miliband just bare-face lied about the SNP. Of course he'd do a deal with them. He killed off his own brother for power.
16859,RT @SMarwickYes: You don't stab your brother in the back for Labour party leadership then refuse the chance to be UK PM. Just not credible.…
16860,RT @GAPonsonby: SNP have been offering to work with Labour to keep Tories out since campaign began. They still are. https://t.co/p956mrLGsA
16861,RT @mrmarksteel: I wonder why the millionaires who own newspapers use those papers to scare people into voting Tory. It certainly is a puzz…
16862,RT @waster19teen76: coburns a biased bitch farage dodged her blows and she ended up on the canvass! #AskNigelFarage
16863,"RT @Luke8644: #AskNigelFarage Nigel absolutely nailed that. Even if you don't vote UKIP, you have to agree that @Nigel_Farage is an excelle…"
16864,The triumph of Nicola Sturgeon | Ian Jack http://t.co/GOh2sydByZ
16865,"#manontheleft West Ham presumably came from Tory cheerleader, peer and Hammers director Karen Brady #bbctw"
16866,"@DaftLimmy to think if you'd vote Labour Labour would win, not Tories. Hahaha  Lololol! #democracy"
16867,RT @DominicMc999: Lucy Powell nailed it with her comment about Ed Milliband's minor trip 2nite on #bbcqt #skypapers ##GE2015 #bbcnews http:…
16868,"RT @thomasmessenger: For all Tories claiming that Labour overspent and thus caused a global financial crisis, ahem... http://t.co/DkLwCwzhDA"
16869,RT @rosscolquhoun: Watch @ed_miliband indicate he'd rather let in Tories than work with @theSNP. #voteSNP to make Scotland's voice heard ht…
16870,RT @jon_swindon: Water giants' profit shame after bills rocketed under Tories. #CameronMustGo http://t.co/UibSjgNqJz http://t.co/z2lJd3vjgU
16871,"RT @BBCPolitics: Leanne Wood says Plaid Cymru would be prepared to do deal with Labour without SNP's support, @NickServini tweets http://t.…"
16872,RT @HTScotPol: Good grief. Ed Miliband hands SNP massive gift on #bbcqt by saying he'd rather Tories ran country than do a deal with #SNP
16873,@jedi_mummy @epocalypse @welovehistory how would you know that he's a Tory as he never writes who he is representing on the boards #ashamed
16874,"RT @BullshineBilly: Muslim immigrant appears in court accused of threatening to behead a UKIP candidate. 
http://t.co/fdgCuGx5Ae http://t.c…"
16875,"RT @IrvineWelsh: Miliband saying to Lab activists in Eng, 'if it's close (looks it could be) then we'll stand aside &amp; let Tories rule rathe…"
16876,"RT @nataliemcgarry: I cannot even express how many people stopped to wish us luck today, beeped our SNP car to show support &amp; came out of h…"
16877,Appears Ed Miliband has completely lost the plot. Would rather see Tory government than form a government with SNP. #MilibandHatesTheScots
16878,"@john3ners indeed, the pro tobacco industry health spokesperson http://t.co/sbRg57u1sJ #UKIP #ThePeoplesBarmy"
16879,RT @bobhas1: #AskNigelFarage well i think we can safely say Farage was the most competent straight talking honest politician on display ton…
16880,RT @JASEMARKRUTTER: Ed Milliband does not trust The UK public - yet he wants You to vote Labour! Just saying........... http://t.co/UyjrCaP…
16881,"RT @UKIP: #UKIP Leader @Nigel_Farage: ""I am pro immigration. But I'm pro CONTROLLED immigration""  #AskFarage #AskNigelFarage http://t.co/v0…"
16882,@EthanDPW I just don't see how you can decide (for example) to vote Lib Dem cause Clegg did well on one specific night
16883,RT @anonymousspine: Milliband preferring another five years of David Cameron than to work with SNP and lock out Tories. Shameful #bbcqt htt…
16884,@JimForScotland's logic as incomprehensible as ever #SNP #nevergoingback https://t.co/IlB71p4GCK
16885,RT @CharlieElphicke: Labour spent too much &amp; borrowed too much. Ed Miliband makes it clear they aren't sorry &amp; would do it all over again h…
16886,"RT @BenMackenzie: Out of all party leaders that dodged questions, Farage answered every single one, straight forwardly and honestly. Pure b…"
16887,@peterhill12 @uppitytaig is labour a decent vote compared to UKIP Tory and anti republican SNP
16888,"RT @GracieSamuels: That's Ed miliband for you, he's honest and I am so proud of him for being so. #bbcqt  https://t.co/5XVTqyrHpt"
16889,RT @thesundaypeople: UKIP's housing spokesman rakes in £800k in housing benefit from migrants.  http://t.co/GVwb9Rcb4w http://t.co/c1AZxcLh…
16890,So much for taking responsibility for past mistakes ... https://t.co/UNWiYh0HrH
16891,"RT @Luke8644: #AskNigelFarage Nigel absolutely nailed that. Even if you don't vote UKIP, you have to agree that @Nigel_Farage is an excelle…"
16892,"RT @MattHancock2015: Since Labour admitted there is no money left, how can Miliband possibly think Labour didn't over-spend #bbcqt http://t…"
16893,"RT @KevinJPringle: One of many bizarre things about @Ed_Miliband's anti-SNP stance is he doesn't reject deal with LibDems, who imposed aust…"
16894,"RT @DekBannan: Labour may form government, but has @Ed_Miliband blown his chances of being PM, hell yes!! #VoteSNP #SNP #GE2015 #howcanedle…"
16895,@blairmcdougall @0604Arb1320 @ScotlandTonight @bbcqt thank you for being the best SNP campaigner.
16896,"RT @Tommy_Colc: Financial Times come out in support of Tories claiming Miliband is ""preoccupied w/ inequality"". The man who wrote it http:/…"
16897,@jamesjayazz @Tam1314 No. Am not missing the point. SNP doesn’t need Labour. But Labour might need the SNP. Ed said he’d rather concede!
16898,"RT @EtonOldBoys: Labour surge ahead in the Polls after tonights debate 
LAB - 38% (+1)
CON - 29% (-1)
UKIP - 12% (-)
LDEM - 8% (-1) 
GRN - …"
16899,RT @JBeattieMirror: Tories pulled Mark Harper from @BBCNewsnight.  IDS refuses to do @BBCWorldatOne &amp; Esther McVey pulled out of LBC intv h…
16900,RT @jamesosh: For clarity: I respect Clegg voting for £9k fees cos it's a good policy. Just wish he'd admit that rather than saying he was …
16901,"So it wasn’t Labour after all, according to the Office for Budget Responsibility https://t.co/b69mFhlxWD  @richardjmurphy #bbcqt #miliband"
16902,RT @bicbw: Ed the crazy kamikaze just sank battleship Sturgeon. His finest hour #SNP #snpout
16903,"RT @osmart: Aw Miliband, just wait till the Scottish results come in #bbcqt http://t.co/ysyuKWoODI"
16904,HAHAHAHAHAHAHAHAAHAHA https://t.co/FipOtjvLjF
16905,@GaryLineker Miliband is a complete embarrassment they defo picked the wrong brother for any chance #torywin
16906,RT @NickServini: .@welshlabour say tonight all of the comments from @Ed_Miliband in relation to the SNP apply to Plaid in exactly the same …
16907,RT @jakimccarthy: MILIBAND DECLARES ANTI-SCOT APARTHEID #VoteSNP #GE2015 #SNP http://t.co/3FV1Jv6MPr
16908,RT @NPickavance: FT backs Tories! Who'd have guessed that FT leader writer Jonathan Ford was photod posing nxt to Boris in Uni club? http:/…
16909,@PEIGuardian rowdy Tories over here! #peipoli
16910,Nose. Face. Spite.  https://t.co/R6qJd2C611
16911,RT @sunny_hundal: Don't think Irvine understands this too well. Labour can work as minority govt. SNP have to decide if to support https://…
16912,RT @HTScotPol: Good grief. Ed Miliband hands SNP massive gift on #bbcqt by saying he'd rather Tories ran country than do a deal with #SNP
16913,RT @sebeard98: younger Ed Milliband and Ed Balls look like a budget Ross and Chandler from F.R.I.E.N.Ds. http://t.co/GI09auE8Rb
16914,RT @bobhas1: #AskNigelFarage  Farage is wiping the floor with the planted questioners of the BBC.
16915,RT @Rhuanedd: Missed tonight's #bbcqt but heard that Miliband spent his time talking about his plan to let the Tories back into government.
16916,"RT @MECourtliff: .@annesnelgrove supposed party of the family unit, planning to penalise the family unit with welfare cuts... http://t.co/E…"
16917,"Much as I can't stand UKIP, the fact they've backed a candidate who's served a jail sentence shouldn't even be news."
16918,"RT @politicshome: Nick Clegg: Lib Dems to veto Tory £12bn welfare cuts plan, wd be coalition ""red line"". http://t.co/dez7BfT5fX #GE2015 htt…"
16919,UKIP won't have more than one MP - so weak in Stoke South they don't have a full slate @cllrruthrosenau @david_cameron @haveyoumetkiwi
16920,"RT @Saltire2014: To pundits on #scotnight re Ed's 'No deal with SNP' line. ""Is this an indication that Labour have given up on Scotland?"" A…"
16921,RT @599tb: 77% of people want Britain to have proper border controls #AskFarage #AskNigelFarage #bbcqt http://t.co/9MUSqaXHWn xd
16922,RT @andrewspoooner: So you've mentioned the Tory press - you always do - why not practice some impartiality &amp; mention others' responses? ht…
16923,@Uncivil_S What price can they extract if they've already pledged not to vote with Tories?
16924,@Ed_Miliband Wonder do you understand Democracy at all ? #nicola sturgeon #snp
16925,"RT @AndrewSparrow: On best PM, Cameron ahead of Miliband, 48% to 34% - http://t.co/Pu8rOdGS1a"
16926,"RT @DaftLimmy: Polls predict almost every Scottish seat going to the SNP, yet we're going to be run by Tories anyway. #BetterTogether #Stro…"
16927,RT @alanthegasman: @ScotlandTonight @bbcqt it feels a bit like a threat. Vote for us or we'll set the Tories on you.
16928,"RT @ShabnumMustapha: SNP record on the NHS: crisis in A&amp;E, cancer waiting times missed &amp; cancer treatment times missed #bbcqt"
16929,".@RhunapIorwerth If coalition is to happen, then I would much prefer Lab with Plaid/SNP than regressive alternative of Tory/DUP/UKIP."
16930,"RT @itvnews: An ITV News/Comres poll suggests UKIP won't do as well as it is hoping in targeted seats from the Tories.
https://t.co/SkyKTYi…"
16931,"With polls suggesting a hung parliament, it is inevitable that Ed Miliband is facing questions about any deal he might strike with the SNP."
16932,@STEVE_J0NES That's what I've heard too.  Utterly disingenuous for David Cameron to claim otherwise
16933,RT @AlanUkip: UKIP believes in a NHS that sticks to its founder principles @Nigel_Farage @UKIP
16934,RT @PeteWishart: Ed has just killed off any hope of a Labour recovery not just for this election but next one. Leaving Tories in power will…
16935,Tutting Diane Abbott: 'Tories Harp On About Mid-Staffs' http://t.co/3L9ZwB8hhl via @guidofawkes #GE2015
16936,RT @CataNigra: #AskNigelFarage conveniently shown as late as possible to avoid UKIP being included in the poll. Farage won. He is honest an…
16937,RT @Nigel_Farage: Thanks for watching #AskNigelFarage! If you want more detail please visit http://t.co/YMvAusaXi8
16938,RT @spectator: Miliband’s refusal to admit that Labour overspent could cost him dear - @jgforsyth on #bbcqt http://t.co/Olo75Pdlr9 http://t…
16939,"RT @NicolaSturgeon: If Miliband is going to let Tories in rather than work with SNP, we will definitely need lots of SNP MPs to protect Sco…"
16940,RT @alibongo78: @CStephenssnp Couldn't believe the support &amp; hunger for SNP and SNP goodies at college today in Cardonald. #VoteSNP http://…
16941,VIDEO: UKIP 'would accept' EU vote result http://t.co/vHYTb3aGTm
16942,@DKelly057 @chunkymark @NicolaSturgeon @Ed_Miliband Scots too can choose to vote Labour or risk another 5 yrs of Tories !
16943,RT @TheAbsoluteLad: Ed Miliband fell off the stage. Just thought you should see —&gt; http://t.co/7IVo8bwf0Q
16944,Even @itvnews Tom Bradby has put aside his allegiances to some extent yet it seems tory boy Robinson is unable to. @BBCNews
16945,RT @Casumptious: @BraidenHT @falkirkbear @GaryDunn6 http://t.co/xsWH1kCvsu.  Well written ACCURATE journalism-wished they prefixed his name…
16946,What generation is @jolyonrubs? His desire to seem right on wit da yoof is as embarrassing as ed milliband. #thisweek
16947,"RT @BillOddie: If wildlife had the vote TORIES wouldn't even exist. We need nature, nature needs us. Get rid of this government. Please."
16948,"@chuzzlit I don't really mean that, I mean SNP accommodate w/o even confidence and supply arrangement."
16949,"RT @oh_henry: #farage literally wrong about cancer care being better in France. Fact is, we don't know. Only reliable data here http://t.co…"
16950,"Don't think there has been and election where folk have been so isolated. Tory lab ukip libs dreadful !!!thank goodness for hope,Scots Nats"
16951,"RT @UKIP: UKIP want skilled people who bring their own health insurance to come to Britain. We want the brightest and best, not an open doo…"
16952,RT @timothy_stanley: Why wasn't this #Farage confrontation on at 9.30 nationwide? I'm told Scotland broadcasting a comedy?
16953,"@west_ham_mad1 No, that was Miliband. No need to thank me."
16954,RT @bmainian: so a 25% UKIP audience but majority anti UKIP questions selected!!  Well done Nigel in your answers..
16955,@nick_clegg You let this disgusting Tory government hurt the poor and all that Bs about Bankers . You are nothing but a Coward .
16956,#UKIP implode on common sense https://t.co/qivMWYr94p
16957,RT @Nigel_Farage: Mr Cameron promised a referendum and never delivered. We need #UKIP MPs in the House of Commons: #AskFarage #bbcqt http:/…
16958,"RT @Tommy_Colc: Financial Times come out in support of Tories claiming Miliband is ""preoccupied w/ inequality"". The man who wrote it http:/…"
16959,RT @bicbw: Ed the crazy kamikaze just sank battleship Sturgeon. His finest hour #SNP #snpout
16960,Tory made me feel special😘
16961,RT @599tb: 77% of people want Britain to have proper border controls #AskFarage #AskNigelFarage #bbcqt http://t.co/9MUSqaXHWn cf
16962,"SNP will propose new independence vote next year, former deputy leader says http://t.co/IyIc4ITzlF"
16963,@bigmacca199 but put that to one side he tells the truth says what people say at work and in pubs to there mates UKIP is a mixed race party
16964,@arobsco have you changed your address on the http://t.co/QuNOzaFwIv website? Local membership team should be in touch once you do that.
16965,"All very well that SNP have a landslide, but dear God, where does a credible opposition come from?"
16966,RT @xM20x: Ed Miliband - It doesn't matter what your name is! #Election2015 https://t.co/atIMUJSoPo
16967,Farage supporting trade not aid 'it's neo colonialism' #AskNigelFarage
16968,RT @Different_Name_: Ed Miliband is saying he would rather pass power to the Tories than accept Scottish democracy. Wow. Just wow.  #bbcqt
16969,SNP leader faces audience questions http://t.co/MNrBe7qYhQ
16970,@Jonnyrmcfarlane @andrew9806 Then he puts his gracious speech to the House. Are the SNP going to vote against it and force another election?
16971,@andrewgmorton They don't need anything like £144k that's for sure! Funny how Sturgeon suggested increased tax rate for those over £150k.
16972,"RT @jamesmcdermot20: Pop of Scotland 1% Muslim.
SNP Equality Budget 59% paid to Muslims.
£400,000 paid for Islamfest,it was cancelled only …"
16973,RT @danidotx: Think what you want about #UKIP but can't deny that #NigelFarage smashed the questions tonight. An honest politician?! #AskNi…
16974,If Miliband really prefers Tory govt to SNP deal it's not just Scotland that'll never forgive him. Core vote in rest of UK will be decimated
16975,RT @HulbertMathew: Nigel Farage is part of 'the political class'! He's been an MEP for fifteen years! #AskNigelFarage #bbcqt #GE2015
16976,RT @Geezajay2013: Nigel Farage speaks common sense. This is what sets him and UKIP apart from the Lib/Lab/Con who have no common sense &amp; on…
16977,"RT @WingsScotland: Be interesting to see what the papers report tomorrow. Miliband actually said nothing new, just worded something badly t…"
16978,"RT @thomasmessenger: For all Tories claiming that Labour overspent and thus caused a global financial crisis, ahem... http://t.co/DkLwCwzhDA"
16979,"RT @Tommy_Colc: Financial Times come out in support of Tories claiming Miliband is ""preoccupied w/ inequality"". The man who wrote it http:/…"
16980,"Not that I'm that political, but I just typed ""David Miliband trip"" into Google to see the clip instead of Ed.  #bbcqt"
16981,RT @DanielSandison: David Cameron puts tomato sauce in the fridge
16982,@jacksenukip  I have been educated and enlightened. Now I really wish I had been there lol @UKIP @edgehill
16983,RT @Kevin_Maguire: Miliband right to confront spending argument head on. Tricky but can't let the lies continue
16984,"RT @DaftLimmy: Polls predict almost every Scottish seat going to the SNP, yet we're going to be run by Tories anyway. #BetterTogether #Stro…"
16985,"RT @IndyForTheGuy: ""Vote for me or I will go in such a huff. And while I sulk, the tories will get back in, &amp; then you'll be sorry!"" http:/…"
16986,"RT @GeorgeAylett: Clegg has voted with the government 99.6% of the time.
Remember this in the polling booth.
#bbcqt http://t.co/vOd1bycG6F"
16987,"@robindbrant 
Voters, supporters, members, donors, etc decide if #UKIP can continue to exist. 
Not biased #BBC correspondents
#VoteUKIP"
16988,"RT @papa_face: Nigel Farage: he doesn't need to be told how to answer a question, he just answers it with conviction and sincerity. #AskNig…"
16989,RT @JeremyJHardy: The good thing about election time is the Tories work overtime to remind you they are horrible scum
16990,RT @599tb: 77% of people want Britain to have proper border controls #AskFarage #AskNigelFarage #bbcqt http://t.co/9MUSqaXHWn xd
16991,"RT @suttonnick: Friday's Times front page:
Miliband savaged for ‘lies’ over spending
#tomorrowspaperstoday #bbcpapers http://t.co/8mqIg3z7MO"
16992,RT @penbraith: Farage right on ‘HIV immigrants’ says HIV positive Brit with just 14 days meds left  http://t.co/vwuFLNUDWy
16993,"RT @The45Storm: @Ed_Miliband OOPS 
#EPICFAIL ( Ed starts to back pedal ) 

Here is Ed Miliband handing the GE to the Tories! 

http://t.co/…"
16994,"RT @NicolaSturgeon: If Miliband is going to let Tories in rather than work with SNP, we will definitely need lots of SNP MPs to protect Sco…"
16995,Economist makes a very well balanced case for Cameron being better than Miliband
16996,RT @penbraith: Farage right on ‘HIV immigrants’ says HIV positive Brit with just 14 days meds left  http://t.co/vwuFLNUDWy
16997,RT @HouseOfTraitors: #AskNigelFarage  Just heard @Jo_Coburn sneer at FARAGE as he answers question on Defence
16998,"RT @RhysPhillips2: @LeanneWood doing a great job on BBC One Wales! #Plaid15 #Plaid #PlaidCymru Miliband ""irresponsible"" for ruling out deal…"
16999,@JakeBenRichards @tinastowell @toadmeister 'Tories to match Labour spending plans' 'http://t.co/UVxKdUYwBd
17000,"RT @Disturbiakiss: @guardiannews @Moray_Greig Milliband caves to Tory pressure over democratically voted SNP MPs, kills Scottish Labour &amp; c…"
17001,"I'm sure on paper when the economy was doing well it was true, but he did a terrible job of justifying it. https://t.co/v7p9mVAo6Q"
17002,"RT @Nigel_Farage: I'm proud of #UKIP's health policy, which the public has voted as the most popular #AskNigelFarage http://t.co/qEeaFWexC6"
17003,@CHAN4EVEREVER farage all the way
17004,RT @NaeBorder: Former SNP deputy leader promises another independence referendum next year http://t.co/PlQTAG2yaP #GE2015 #GE15 #SNPout
17005,RT @labourpress: Tonight confirmed it: The Tories will cut Child Benefit #bbcqt http://t.co/IMq0kNerhQ
17006,"BBC News - Election 2015: Tories have 'given up on Britain', says Jones http://t.co/kF2cvv3vZr"
17007,"RT @Shettleston_SNP: Its coming, vote SNP get SNP you wont regret it https://t.co/KTeeboKyIC"
17008,"RT @direkkare: @Ed_Miliband - us truly left -leaning English voters are crying out for a progressive,  honest government and if the SNP can…"
17009,RT @MirrorPolitics: Sweating PM Cameron slammed over cuts and NHS on #bbcqt http://t.co/8iUC9pZGwI http://t.co/pQFFvtsi7v
17010,RT @ampp3d: 7 things David Cameron said on tonight's Question Time debate that weren't *quite* correct http://t.co/miQgD2jfSI http://t.co/E…
17011,'I'm not going to have a labour government if it means deals or coalitions with the SNP' #EdMiliband slowly losing his chances #GE2015
17012,"RT @traquir: @ScotlandTonight @bbcqt What's your reaction #scotnight 
Scots told no matter how strongly they vote SNP ,Tory&amp;Lab say exclude…"
17013,"@gotburtonsuits You could be right, UKIP may not be the answer but Im CERTAIN that LibLabCon arent, how many yrs they had?@fleetstreetfox"
17014,"RT @UKIP: #UKIP Leader @Nigel_Farage: ""I've had a chequered health career, and here's what I've learned"" #AskNigelFarage #NHS http://t.co/c…"
17015,@mhoran96 @bobhayward Our MP a Tory has one of if not highest expenses for last year! Why should they be paid exp for job paid by taxpayers
17016,RT @ukip_sththanet: Despite @Jo_Coburn most valiant efforts in showing her bias against @Nigel_Farage he nailed his points and stood his UK…
17017,Miliband: I won't have #Labour government if it means SNP deal: Labour leader strengthens… http://t.co/8KQAfb0A6B
17018,"@jack_as_dunn And Nigel Farage, self-proclaimed man of the people, is a member of that club. Ill-informed? Perhaps not."
17019,"RT @SunPolitics: YouGov/Sun poll tonight - Labour have a one-point lead: CON 34%, LAB 35%, LD 8%, UKIP 12%, GRN 5%"
17020,@Nigel_Farage @UKIP nigel farage is a GOD
17021,"RT @Conorpope: Telegraph whinges that #BBCQT audience will be too lefty tonight. It's 25% Lab, 25% Tory, 25% LD, 15% Other, 10% DK http://t…"
17022,RT @utopianpath: This might help you decide whether or not to vote for the Tories http://t.co/Myc1ofPeG3
17023,RT @Roblavin95: Well done Nigel Farage got points across really well to audience
17024,"@richie_1994wale I admiring the foreign aid contribution but the NHS is not sketching the Tories value, in my opinion."
17025,"RT @Geezajay2013: The BBC are a disgrace they have a legal duty to be neutral &amp; at every opportunity smear UKIP, SCRAP THE LICENCE FEE http…"
17026,@INFINITESIM4L I'm gay and support ukip.
17027,"RT @DruncanMcWhisky: #AskNigelFarage Are there any circumstances under which the Farage could be barraged?
@Nigel_Farage Can't barrage the …"
17028,"Are people really so oblivious to the real issues at stake in this election?.
 Vote Tory and give away NHS,Equality and Human Rights."
17029,"RT @BuzzFeedUKPol: Labour would accept SNP support on a vote by vote basis, says Caroline Flint. http://t.co/BXDrBC7xmB http://t.co/g450tgY…"
17030,@Johntum64 @HTScotPol Miliband tried to deflect Tory assault by denouncing SNP deal . Loud denial not full story by long chalk.
17031,"Just catching up. 

Did you overspend Mr Miliband? No we didn't... 

Boooooooo...

Brilliant. Tories one step closer to a majority. 

#bbcqt"
17032,Miliband: I won't have Labour government if it means SNP deal http://t.co/O2KGfIXNW5
17033,"RT @garyt1964: judging #NigelFarage and #ukip on false pretences and hearsay! Listen to him talk, and you might realise he only wants what'…"
17034,RT @Mr_Slater: UKIP are not the answer to our problems. I'd rather go forwards not backwards. Retweet if you agree. #BBCQT http://t.co/RwYS…
17035,"RT @FraserNelson: David Cameron says he's ""paying down out debts"". If only... http://t.co/TEpllFeean"
17036,RT @Ed_Miliband: The Tories have drawn up plans to take thousands of pounds from millions of families. Child benefit &amp; tax credits are on t…
17037,"RT @The45Storm: @Ed_Miliband what's the point if you are just going to let the Tories in anyway? 

http://t.co/CwNfyco1Mf"
17038,"RT @mauricegran: #MichaelPortillo, former Tory defence minister on #BBC - our independent nuclear deterrent is neither independent nor a de…"
17039,@NicolaSturgeon @theSNP Its not Miliband who will let Tories in but the Scottish voter getting there sporrans in a twist over the referendum
17040,RT @doggywoggydooda: And Farage was better than all of them. https://t.co/qbTS1wiWIw
17041,#Immigration #NHS #Election2015 #NigelFarage #UKIP (1) http://t.co/PZjt5foDK8
17042,"RT @KevinJPringle: One of many bizarre things about @Ed_Miliband's anti-SNP stance is he doesn't reject deal with LibDems, who imposed aust…"
17043,"RT @traquir: All Scots should read full  #McCrone
ScotLab worked with Tories to cheat Scots out of ""embarrassing surplus""
http://t.co/QyCbF…"
17044,"RT @Tommy_Colc: Financial Times come out in support of Tories claiming Miliband is ""preoccupied w/ inequality"". The man who wrote it http:/…"
17045,Miliband: I won't have Labour government if it means SNP deal http://t.co/wGRWMqaZwE
17046,"RT @BevEmans: @Nigel_Farage you did #UKIP proud! Proud to be British, Proud to be UKIP. #VoteUKIP2015 get us out of the EU! https://t.co/WO…"
17047,"RT @IndyForTheGuy: ""Vote for me or I will go in such a huff. And while I sulk, the tories will get back in, &amp; then you'll be sorry!"" http:/…"
17048,RT @dobbs_michael: I think now we know why Mr Miliband prefers questions from Russell Bland rather than Yorkshire public.
17049,@bbcqt watching Leaders special on demand. Clegg's turn. Think I'll go oot for a fag #GE2015
17050,"RT @Jamin2g: Ed Miliband tanked on the economy, fumbled on a coalition/pact, struggled on immigration, and then stumbled off the stage. 
#b…"
17051,RT @barngaffer: @Nigel_Farage How can one man talk so much sense in 30 minutes !! #AskNigelFarage  #UKIP
17052,"RT @donsview: The great #Tory con-trick, the myth of the deficit.  Read the truth here, exposed by another Tory: http://t.co/31UYeGhNMN #bb…"
17053,"Labour bites off its nose to spite its own face!
With that attitude they will go the way of the Tories in Scotland!
#GE15 #VoteSNP"
